"","years","weeks","Cure_0","Cure_1","Cure_2","Cure_3","Cure_4","Cure_5","Cure_10","Cure_15","Cure_20","background"
"123",24.4,122,0.0330048414674339,0.0292066460238428,0.0255527085079714,0.022062557566471,0.0187576515850087,0.0156625392404391,0.00423411162067748,0.000433539522449627,4.1977441277878e-05,0.543284216155581
"124",24.6,123,0.0327474738982281,0.028968547623237,0.0253343050208517,0.0218642044383568,0.0185796098145683,0.0155049282542916,0.00417202936482005,0.000422920801979074,4.04427495979137e-05,0.538488831378242
"125",24.8,124,0.0324941594621259,0.0287342802672084,0.0251194987087472,0.0216692026805367,0.0184046616982696,0.0153501419063951,0.00411132963031786,0.000412636177584728,3.89737345694997e-05,0.533693446600902
"126",25,125,0.0322448026493502,0.0285037524169674,0.0249082023047722,0.0214774696189193,0.0182327294959284,0.015198107742608,0.00405197125329719,0.000402672817636651,3.75671740786767e-05,0.528898061823561
"127",25.2,126,0.0319993109349048,0.0282768754234852,0.0247003313276766,0.0212889252509265,0.0180637380137562,0.0150487557182382,0.00399391460014008,0.000393018471829782,3.62200242978161e-05,0.524131483614801
"128",25.4,127,0.0317575946627276,0.0280535634144511,0.0244958039719317,0.0211034921390742,0.0178976145018458,0.0149020180998878,0.00393712149943531,0.000383661440872849,3.49294087045301e-05,0.519365781253106
"129",25.6,128,0.0315195669352023,0.0278337331864905,0.0242945410029678,0.0209210953095786,0.0177342885565404,0.0147578293720205,0.00388155517744464,0.000374590547962907,3.369260784541e-05,0.514600078891411
"130",25.8,129,0.031285143507741,0.027617304102362,0.0240964656572849,0.0207416621557158,0.017573692027419,0.0146161261479884,0.00382718019687784,0.000365795111928419,3.25070497894522e-05,0.509834376529715
"131",26,130,0.0310542426881682,0.0274041979928665,0.0239015035471742,0.0205651223456768,0.0174157589286462,0.0144768470852738,0.00377396239878358,0.000357264921932138,3.1370301220454e-05,0.50506867416802
"132",26.2,131,0.0308267852406535,0.0271943390632194,0.023709582569805,0.0203914077346774,0.0172604253544502,0.0143399328047165,0.00372186884737578,0.000348990213632903,3.02800591217037e-05,0.500341737850883
"133",26.4,132,0.0306026942939536,0.0269876538036493,0.0235206328204449,0.0202204522810947,0.0171076293985073,0.0142053258135104,0.00367086777762689,0.000340961646712659,2.92341430099771e-05,0.495614801533747
"134",26.6,133,0.0303818952537407,0.0267840709040039,0.023334586509597,0.0200521919664188,0.0169573110770255,0.0140729704317678,0.00362092854547012,0.000333170283681584,2.82304876792412e-05,0.490887865216611
"135",26.8,134,0.0301643157188055,0.0265835211721546,0.0231513778838491,0.0198865647188181,0.0168094122553301,0.0139428127224598,0.00357202158046305,0.000325607569880388,2.7267136417544e-05,0.486160928899474
"136",27,135,0.0299498854009377,0.026385937456004,0.0229709431502425,0.0197235103401308,0.0166638765777695,0.0138148004245554,0.00352411834077411,0.000318265314604441,2.63422346634257e-05,0.481433992582338
"137",27.2,136,0.0297385360482957,0.0261912545689124,0.0227932204039806,0.0195629704361047,0.0165206494007656,0.0136888828891906,0.00347719127036234,0.000311135673279637,2.54540240707535e-05,0.47674925113421
"138",27.4,137,0.0295302013720896,0.0259994092183703,0.0226181495593049,0.0194048883497178,0.0163796777288484,0.0135650110187094,0.00343121375822884,0.000304211130624725,2.46008369532922e-05,0.472065305460937
"139",27.6,138,0.0293248169764123,0.0258103399377518,0.0224456722833802,0.0192492090974247,0.01624091015352,0.0134431372084282,0.00338616009962579,0.000297484484739267,2.37810910824852e-05,0.467381359787664
"140",27.8,139,0.0291223202910616,0.025623987020997,0.0222757319330349,0.0190958793081778,0.0161042967948043,0.0133232152909829,0.00334200545911624,0.000290948832060563,2.29932848139417e-05,0.462697414114391
"141",28,140,0.0289226505072048,0.0254402924600757,0.0221082734942165,0.0189448471650859,0.0159697892453458,0.013205200483128,0.00329872583538401,0.000284597553136664,2.2235992519959e-05,0.458013468441118
"142",28.2,141,0.0287257485157474,0.025259199885097,0.0219432435240252,0.0187960623495774,0.0158373405169299,0.0130890493348618,0.0032562980276995,0.000278424299166138,2.15078603071033e-05,0.453410247426707
"143",28.4,142,0.0285315568482739,0.0250806545069336,0.0217805900952006,0.0186494759879446,0.0157069049893035,0.0129747196807619,0.00321469960395259,0.00027242297925859,2.08076019994391e-05,0.448807026412296
